id,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,source
630337,20,male,b.tech,1.98,67.1,yes,9.3,good,self-study,medium,moderate,df2
630338,24,male,b.com,0.57,79.2,yes,5.2,good,group study,medium,easy,df2
630339,22,female,b.tech,7.69,97.0,yes,8.1,poor,online videos,high,moderate,df2
630340,20,other,b.tech,0.88,67.5,yes,6.9,poor,self-study,low,moderate,df2
630341,22,female,b.com,0.72,93.2,yes,9.1,good,coaching,medium,easy,df2
630342,24,female,b.sc,4.4,94.0,yes,4.4,good,coaching,high,easy,df2
630343,17,male,b.com,3.1,70.3,yes,4.4,good,coaching,medium,moderate,df2
630344,24,male,bba,7.67,79.7,yes,7.9,average,mixed,medium,easy,df2
630345,19,female,b.tech,0.73,44.5,yes,5.6,poor,online videos,low,easy,df2
630346,19,other,b.tech,0.82,83.0,yes,7.2,poor,group study,high,easy,df2
630347,20,male,b.sc,4.0,96.1,yes,4.2,good,online videos,high,easy,df2
630348,24,other,b.sc,6.17,61.2,yes,9.7,average,self-study,high,moderate,df2
630349,23,female,ba,5.01,46.6,yes,5.5,good,coaching,medium,hard,df2
630350,22,female,b.sc,2.49,90.7,yes,7.0,good,online videos,high,moderate,df2
630351,18,female,bba,4.07,86.7,yes,4.2,poor,self-study,low,moderate,df2
630352,20,male,ba,6.42,74.1,yes,8.2,poor,mixed,high,moderate,df2
630353,22,female,b.com,5.49,82.1,yes,7.1,average,self-study,high,moderate,df2
630354,17,male,b.sc,4.32,52.1,yes,7.2,average,self-study,low,moderate,df2
630355,18,female,bca,0.98,99.4,yes,5.5,poor,online videos,low,hard,df2
630356,19,male,bba,3.97,80.8,yes,8.8,poor,group study,high,hard,df2
630357,21,other,b.com,4.43,81.0,yes,4.5,poor,group study,high,easy,df2
630358,21,male,bca,3.64,99.4,yes,5.7,average,group study,low,moderate,df2
630359,24,male,bba,1.73,70.5,yes,5.1,good,coaching,medium,moderate,df2
630360,24,male,bba,7.56,54.3,yes,6.1,average,group study,medium,easy,df2
630361,19,male,b.tech,0.6,64.7,yes,9.2,good,group study,low,moderate,df2
630362,21,female,b.sc,7.91,58.8,yes,5.0,poor,online videos,high,easy,df2
630363,21,female,b.sc,6.69,71.2,yes,9.2,good,coaching,low,moderate,df2
630364,18,male,ba,5.2,86.6,yes,5.4,average,online videos,medium,moderate,df2
630365,18,male,b.sc,6.13,83.1,yes,5.6,poor,group study,low,moderate,df2
630366,24,other,b.tech,1.93,81.1,yes,8.0,average,coaching,high,easy,df2
630367,19,male,diploma,6.37,60.2,yes,5.3,good,mixed,medium,moderate,df2
630368,20,male,ba,3.13,46.9,yes,4.3,good,self-study,high,moderate,df2
630369,17,male,b.tech,5.53,52.1,yes,8.7,good,mixed,low,moderate,df2
630370,23,other,bca,1.18,88.7,yes,8.5,average,group study,high,hard,df2
630371,19,female,ba,5.21,57.1,yes,7.4,poor,group study,medium,easy,df2
630372,22,female,b.tech,4.81,63.1,yes,4.4,poor,coaching,low,moderate,df2
630373,23,other,b.com,1.7,77.6,yes,8.6,poor,mixed,high,moderate,df2
630374,23,other,bca,6.96,73.1,no,9.8,average,self-study,high,hard,df2
630375,17,other,bca,0.08,94.4,yes,7.1,average,self-study,low,moderate,df2
630376,21,other,b.tech,2.07,54.2,yes,9.5,average,group study,medium,moderate,df2
630377,18,other,b.com,5.9,86.2,yes,5.4,average,self-study,high,moderate,df2
630378,22,male,diploma,5.02,67.4,yes,4.4,poor,group study,low,moderate,df2
630379,17,female,b.com,3.19,65.0,yes,7.5,average,self-study,high,moderate,df2
630380,22,other,b.tech,4.07,77.1,yes,6.4,poor,coaching,medium,moderate,df2
630381,23,male,b.tech,2.02,65.6,yes,9.2,poor,coaching,low,hard,df2
630382,17,male,bca,6.23,79.1,yes,5.4,good,coaching,medium,moderate,df2
630383,19,female,b.tech,0.86,47.1,yes,5.6,poor,mixed,low,hard,df2
630384,23,male,b.tech,4.47,72.7,no,5.9,good,mixed,medium,easy,df2
630385,24,female,b.com,6.2,59.3,yes,9.2,good,coaching,low,easy,df2
630386,21,other,bca,7.85,94.5,no,4.6,average,online videos,high,easy,df2
630387,20,female,bca,6.29,97.0,yes,5.2,good,group study,high,moderate,df2
630388,19,male,b.sc,0.93,48.0,yes,7.0,good,self-study,high,moderate,df2
630389,17,other,bca,5.31,50.7,yes,7.9,good,online videos,low,moderate,df2
630390,22,other,b.com,2.68,76.7,no,8.0,good,coaching,high,moderate,df2
630391,19,female,b.com,5.67,96.1,yes,4.6,good,mixed,low,easy,df2
630392,22,male,bba,0.13,67.0,yes,9.9,average,group study,low,easy,df2
630393,21,female,ba,0.77,99.0,yes,7.3,poor,mixed,high,moderate,df2
630394,19,other,b.tech,2.68,88.9,yes,8.7,good,self-study,medium,hard,df2
630395,20,female,ba,2.05,56.9,yes,4.5,good,self-study,low,moderate,df2
630396,24,male,bba,3.05,69.0,no,6.8,average,group study,low,moderate,df2
630397,23,other,b.tech,6.16,91.1,yes,9.9,good,group study,low,hard,df2
630398,17,other,b.tech,3.72,99.3,yes,6.2,average,coaching,low,easy,df2
630399,22,other,b.sc,2.64,95.5,yes,7.3,poor,mixed,medium,easy,df2
630400,24,male,ba,3.96,86.1,yes,6.7,good,self-study,medium,easy,df2
630401,23,other,b.tech,1.47,72.6,yes,6.6,average,group study,high,hard,df2
630402,21,male,bca,0.08,64.3,yes,4.1,good,self-study,low,easy,df2
630403,24,male,b.sc,2.34,66.8,yes,4.1,poor,online videos,high,hard,df2
630404,22,other,bca,6.21,82.1,yes,8.4,average,mixed,medium,moderate,df2
630405,23,male,b.com,1.95,63.3,yes,8.2,poor,online videos,low,hard,df2
630406,21,male,b.tech,4.64,45.7,yes,8.1,average,coaching,high,easy,df2
630407,24,male,b.sc,4.07,89.6,yes,7.8,good,mixed,medium,moderate,df2
630408,19,male,b.sc,6.07,83.0,yes,6.4,good,coaching,low,easy,df2
630409,20,male,bca,1.42,99.4,no,9.2,poor,online videos,high,moderate,df2
630410,24,male,diploma,0.94,98.6,yes,7.9,good,group study,high,moderate,df2
630411,19,other,b.sc,7.0,60.2,yes,7.5,poor,group study,high,easy,df2
630412,21,female,diploma,7.58,90.9,yes,9.1,poor,self-study,medium,moderate,df2
630413,24,female,b.sc,5.88,73.8,yes,9.8,average,group study,high,moderate,df2
630414,23,female,bca,3.43,62.0,yes,5.9,poor,online videos,low,hard,df2
630415,21,other,bca,1.75,61.6,no,9.9,average,coaching,medium,moderate,df2
630416,20,female,b.tech,4.83,92.4,yes,4.2,good,group study,medium,moderate,df2
630417,22,other,b.tech,2.18,88.4,yes,6.8,average,group study,medium,moderate,df2
630418,20,male,b.com,5.68,45.6,no,7.5,average,online videos,medium,hard,df2
630419,21,female,diploma,3.47,47.2,yes,5.4,poor,mixed,medium,easy,df2
630420,20,male,b.tech,6.91,43.1,yes,4.1,good,group study,low,moderate,df2
630421,21,other,bba,3.46,99.4,yes,9.6,good,mixed,high,easy,df2
630422,19,other,b.sc,0.22,95.5,yes,7.4,good,group study,medium,easy,df2
630423,19,other,ba,1.08,46.1,yes,4.2,poor,mixed,medium,easy,df2
630424,22,male,b.sc,2.5,53.4,yes,9.2,average,group study,low,moderate,df2
630425,21,female,b.com,2.61,62.6,yes,9.2,average,group study,medium,easy,df2
630426,22,other,diploma,4.77,49.2,yes,7.4,poor,coaching,high,easy,df2
630427,22,male,b.tech,2.32,73.6,yes,9.4,average,mixed,high,moderate,df2
630428,21,female,bca,7.6,64.5,yes,9.1,average,online videos,high,moderate,df2
630429,22,other,b.tech,6.68,71.5,yes,8.1,poor,coaching,high,moderate,df2
630430,19,female,b.sc,4.79,49.7,yes,8.2,average,self-study,medium,moderate,df2
630431,22,female,bba,2.7,98.2,yes,9.1,poor,mixed,medium,moderate,df2
630432,21,male,bca,1.6,71.1,yes,6.7,average,coaching,high,easy,df2
630433,19,female,b.sc,6.48,46.6,yes,9.7,average,online videos,medium,moderate,df2
630434,21,other,b.tech,6.01,89.4,yes,4.5,poor,online videos,medium,easy,df2
630435,21,male,ba,0.38,75.3,yes,6.4,poor,online videos,medium,easy,df2
630436,21,female,b.tech,2.49,89.7,yes,9.5,poor,group study,medium,moderate,df2
630437,20,male,diploma,7.1,51.2,yes,6.9,good,self-study,medium,easy,df2
630438,22,male,b.com,0.93,66.5,yes,7.2,good,self-study,low,easy,df2
630439,22,other,bba,1.45,84.4,yes,8.8,poor,coaching,low,moderate,df2
630440,23,male,b.tech,6.26,51.0,yes,7.5,average,mixed,high,moderate,df2
630441,22,other,diploma,1.24,54.8,yes,9.5,good,coaching,medium,easy,df2
630442,18,female,b.tech,1.39,57.8,yes,8.0,good,group study,high,hard,df2
630443,22,other,b.tech,6.01,62.5,yes,4.8,poor,self-study,medium,hard,df2
630444,17,female,ba,3.88,81.7,yes,5.8,average,online videos,high,easy,df2
630445,18,female,ba,3.19,81.1,yes,7.5,good,coaching,high,moderate,df2
630446,22,other,b.tech,3.03,90.1,yes,6.1,poor,coaching,high,moderate,df2
630447,24,female,b.tech,6.48,66.2,yes,5.3,average,coaching,medium,moderate,df2
630448,20,male,b.com,7.28,81.9,yes,4.9,poor,mixed,low,moderate,df2
630449,20,male,bca,0.14,73.2,yes,9.2,average,online videos,low,easy,df2
630450,21,other,bca,7.72,97.0,yes,5.0,good,mixed,medium,moderate,df2
630451,22,male,bba,6.37,89.9,yes,6.5,poor,online videos,low,easy,df2
630452,19,male,b.tech,0.89,93.8,yes,8.6,poor,group study,high,hard,df2
630453,22,other,bca,1.9,90.7,no,7.7,average,online videos,medium,hard,df2
630454,17,male,ba,1.78,74.8,yes,8.3,good,online videos,medium,easy,df2
630455,21,female,b.sc,6.24,98.8,yes,6.1,good,self-study,low,easy,df2
630456,18,female,diploma,0.08,72.4,no,7.7,poor,coaching,medium,hard,df2
630457,20,other,b.tech,6.01,85.9,yes,4.2,poor,online videos,medium,easy,df2
630458,21,male,bba,0.83,93.0,yes,7.7,poor,self-study,medium,moderate,df2
630459,23,female,b.tech,6.98,48.7,yes,4.5,average,mixed,low,easy,df2
630460,18,other,b.sc,0.11,88.4,yes,4.1,good,group study,low,hard,df2
630461,23,other,ba,2.62,95.5,yes,4.9,average,online videos,low,moderate,df2
630462,20,female,b.sc,0.75,86.3,yes,6.3,average,online videos,medium,moderate,df2
630463,23,male,diploma,2.55,79.9,yes,7.4,poor,coaching,low,easy,df2
630464,24,other,b.sc,0.9,41.1,yes,8.5,good,mixed,high,hard,df2
630465,22,female,b.tech,1.19,67.8,yes,8.6,average,self-study,high,moderate,df2
630466,23,other,b.tech,3.72,47.3,yes,6.3,good,mixed,medium,moderate,df2
630467,17,female,b.tech,2.94,59.7,yes,4.4,average,mixed,medium,moderate,df2
630468,18,male,b.com,5.19,86.8,yes,7.6,poor,online videos,medium,hard,df2
630469,20,other,bba,3.63,77.6,yes,9.5,good,group study,high,moderate,df2
630470,18,other,b.com,0.57,44.2,yes,9.5,average,group study,high,moderate,df2
630471,23,female,ba,3.45,54.0,yes,5.9,poor,mixed,high,easy,df2
630472,17,female,b.com,7.89,64.4,yes,9.9,average,online videos,medium,hard,df2
630473,23,female,b.tech,7.8,85.5,yes,9.3,good,mixed,low,moderate,df2
630474,20,male,ba,4.67,62.4,yes,8.5,good,group study,low,moderate,df2
630475,21,male,b.tech,4.19,97.5,yes,6.9,poor,mixed,high,easy,df2
630476,19,female,b.sc,4.69,94.1,yes,8.2,average,mixed,medium,moderate,df2
630477,18,male,b.sc,0.54,65.3,yes,5.8,average,mixed,high,easy,df2
630478,20,male,b.tech,5.55,77.6,yes,8.1,average,online videos,medium,easy,df2
630479,17,female,bba,5.61,61.5,yes,7.8,average,coaching,medium,moderate,df2
630480,21,female,b.tech,0.16,93.8,yes,9.9,good,self-study,medium,moderate,df2
630481,18,male,bca,2.29,97.8,yes,7.7,average,self-study,low,moderate,df2
630482,23,other,b.sc,7.14,69.7,yes,4.3,poor,self-study,low,moderate,df2
630483,21,other,bca,0.29,52.2,yes,6.5,poor,coaching,medium,moderate,df2
630484,19,female,b.com,2.45,49.2,yes,9.9,good,coaching,medium,easy,df2
630485,18,other,b.tech,4.24,89.4,yes,7.1,poor,online videos,low,moderate,df2
630486,21,male,b.sc,6.62,93.1,yes,6.3,poor,coaching,medium,moderate,df2
630487,21,male,bca,5.66,60.5,no,6.2,poor,coaching,medium,moderate,df2
630488,23,female,b.com,3.43,52.7,yes,9.9,poor,self-study,medium,moderate,df2
630489,23,female,b.tech,3.22,92.0,yes,6.6,poor,mixed,medium,moderate,df2
630490,24,other,b.sc,7.31,74.0,yes,4.6,poor,group study,low,easy,df2
630491,22,female,bca,4.69,98.7,yes,8.6,good,coaching,high,easy,df2
630492,24,female,b.tech,6.05,94.6,yes,9.7,good,self-study,medium,easy,df2
630493,23,other,b.com,2.26,64.4,yes,8.4,average,mixed,low,easy,df2
630494,17,female,b.tech,0.08,88.4,yes,5.0,poor,mixed,high,easy,df2
630495,20,other,ba,0.36,97.3,yes,4.8,poor,coaching,low,easy,df2
630496,17,other,diploma,1.47,50.9,no,5.5,average,mixed,medium,easy,df2
630497,20,female,b.tech,0.5,85.9,yes,7.1,average,self-study,low,moderate,df2
630498,17,female,b.sc,6.96,65.8,no,9.7,good,mixed,high,easy,df2
630499,19,other,bca,5.86,56.6,yes,4.7,average,mixed,medium,moderate,df2
630500,21,other,b.sc,2.0,92.9,no,7.3,average,coaching,medium,moderate,df2
630501,17,female,bca,6.39,86.7,yes,8.1,average,coaching,high,hard,df2
630502,24,other,b.sc,6.97,96.4,yes,5.6,poor,online videos,high,easy,df2
630503,17,male,bca,0.08,43.6,yes,5.6,average,self-study,low,easy,df2
630504,20,male,b.com,3.03,48.7,yes,7.5,poor,self-study,low,easy,df2
630505,17,female,b.com,7.53,58.6,yes,8.7,poor,online videos,low,easy,df2
630506,24,male,ba,3.02,54.8,yes,6.7,average,coaching,medium,moderate,df2
630507,19,other,bca,3.59,99.4,yes,6.1,average,group study,medium,hard,df2
630508,21,other,b.com,3.97,78.9,yes,5.0,good,self-study,low,easy,df2
630509,17,female,b.com,7.91,97.9,yes,9.1,good,coaching,low,easy,df2
630510,22,female,b.tech,0.84,46.1,yes,7.7,average,self-study,high,hard,df2
630511,20,female,b.tech,0.57,69.5,yes,4.9,good,self-study,low,easy,df2
630512,18,other,bca,7.59,90.5,yes,9.5,average,online videos,medium,hard,df2
630513,20,male,diploma,7.64,69.9,yes,8.8,average,group study,high,easy,df2
630514,24,male,ba,0.16,92.5,yes,9.6,good,mixed,low,moderate,df2
630515,21,female,b.com,5.29,46.7,yes,9.6,poor,mixed,high,easy,df2
630516,21,male,b.com,4.81,76.6,yes,6.6,poor,group study,medium,moderate,df2
630517,20,female,diploma,3.19,85.0,yes,8.6,poor,online videos,medium,hard,df2
630518,19,other,diploma,2.99,55.4,yes,4.8,good,self-study,high,moderate,df2
630519,24,female,bba,0.54,61.2,yes,9.4,good,mixed,high,moderate,df2
630520,20,male,b.sc,0.97,69.7,yes,9.4,good,self-study,high,moderate,df2
630521,20,female,bba,4.93,55.2,yes,8.6,average,mixed,high,easy,df2
630522,23,male,b.tech,7.17,50.7,yes,8.7,good,online videos,medium,moderate,df2
630523,19,male,bba,7.43,99.3,yes,5.6,poor,online videos,low,moderate,df2
630524,23,male,b.tech,6.36,99.4,yes,8.0,poor,online videos,high,hard,df2
630525,20,male,ba,3.84,86.4,yes,8.3,average,online videos,low,moderate,df2
630526,21,female,bca,0.81,66.7,yes,8.1,average,online videos,low,easy,df2
630527,24,male,ba,1.71,85.3,yes,4.5,poor,online videos,high,moderate,df2
630528,24,other,bba,6.44,59.8,yes,4.4,average,group study,medium,hard,df2
630529,20,other,b.tech,7.75,71.4,yes,4.6,average,coaching,medium,moderate,df2
630530,21,other,ba,2.48,80.3,yes,5.0,poor,self-study,high,hard,df2
630531,22,female,b.tech,2.54,85.9,yes,8.2,average,self-study,low,moderate,df2
630532,19,female,b.sc,4.07,86.3,yes,8.2,poor,coaching,low,moderate,df2
630533,19,female,b.sc,2.94,40.6,yes,8.9,poor,mixed,low,easy,df2
630534,19,female,b.tech,6.04,52.0,yes,8.7,poor,coaching,high,moderate,df2
630535,17,female,diploma,2.78,53.1,yes,8.2,average,mixed,medium,moderate,df2
630536,18,female,b.tech,4.87,68.9,yes,9.2,good,group study,low,moderate,df2
630537,17,female,b.tech,6.24,94.7,no,4.5,average,group study,low,easy,df2
630538,20,other,bca,2.64,55.1,yes,8.7,poor,group study,medium,hard,df2
630539,22,female,bca,1.19,79.3,yes,8.3,good,mixed,medium,moderate,df2
630540,24,male,bca,6.01,40.6,yes,5.4,poor,self-study,high,moderate,df2
630541,20,other,bba,3.0,99.4,yes,9.0,average,mixed,high,moderate,df2
630542,24,female,bba,6.49,98.6,yes,8.7,average,self-study,medium,moderate,df2
630543,19,female,b.com,2.62,87.1,no,8.7,good,coaching,high,moderate,df2
630544,19,female,b.sc,7.15,83.4,no,6.4,poor,self-study,medium,moderate,df2
630545,23,female,b.com,3.75,90.5,yes,9.7,average,mixed,low,hard,df2
630546,17,other,bba,7.89,49.4,yes,5.3,average,self-study,high,moderate,df2
630547,22,male,b.sc,6.05,66.6,yes,5.0,poor,mixed,high,hard,df2
630548,18,female,diploma,3.81,83.4,yes,4.1,good,group study,medium,easy,df2
630549,17,other,bca,2.94,87.8,yes,8.3,poor,online videos,high,hard,df2
630550,20,other,ba,0.16,51.9,yes,5.9,average,mixed,high,moderate,df2
630551,23,male,b.com,3.1,57.5,yes,5.8,poor,group study,high,moderate,df2
630552,18,female,ba,0.89,92.3,yes,8.3,good,online videos,low,easy,df2
630553,23,other,b.sc,2.79,92.1,yes,6.1,good,coaching,high,moderate,df2
630554,21,female,b.sc,3.76,59.7,no,5.0,average,coaching,high,moderate,df2
630555,23,other,b.sc,2.71,83.3,yes,6.7,average,coaching,high,moderate,df2
630556,21,female,diploma,1.29,41.3,yes,8.7,poor,mixed,low,hard,df2
630557,22,female,b.tech,1.27,49.5,yes,5.4,poor,group study,low,easy,df2
630558,17,other,diploma,2.05,52.4,yes,5.4,average,group study,medium,hard,df2
630559,19,other,diploma,2.43,95.9,yes,5.4,poor,mixed,medium,moderate,df2
630560,24,female,bca,3.06,88.7,yes,9.3,poor,group study,medium,moderate,df2
630561,24,male,b.tech,6.47,48.3,yes,7.4,good,mixed,high,hard,df2
630562,23,other,b.tech,0.41,79.1,yes,8.5,average,mixed,low,hard,df2
630563,18,male,b.tech,4.47,50.2,yes,8.6,average,self-study,high,moderate,df2
630564,20,male,bca,3.37,99.4,yes,6.0,good,self-study,low,easy,df2
630565,17,other,b.tech,7.68,80.0,yes,7.1,poor,mixed,medium,easy,df2
630566,21,female,b.sc,0.7,49.8,yes,8.4,good,group study,medium,hard,df2
630567,17,female,b.tech,2.4,83.5,yes,5.0,poor,mixed,high,moderate,df2
630568,22,other,b.com,2.46,77.5,yes,6.5,good,self-study,medium,moderate,df2
630569,18,other,diploma,1.58,68.2,yes,9.8,good,self-study,medium,moderate,df2
630570,24,male,b.tech,7.22,92.2,yes,4.1,good,online videos,medium,moderate,df2
630571,23,female,b.tech,7.66,58.3,yes,4.1,poor,mixed,low,moderate,df2
630572,17,female,b.sc,1.09,73.6,yes,5.6,good,mixed,medium,hard,df2
630573,18,male,ba,1.68,98.3,yes,4.6,average,online videos,high,easy,df2
630574,24,other,diploma,6.41,87.2,yes,7.4,average,online videos,low,moderate,df2
630575,20,female,b.sc,6.39,84.6,yes,9.6,average,coaching,high,moderate,df2
630576,19,male,b.com,5.08,70.8,yes,7.3,average,coaching,medium,moderate,df2
630577,23,female,b.tech,1.91,91.5,no,5.6,good,online videos,high,moderate,df2
630578,18,male,b.sc,5.23,48.9,yes,7.5,good,online videos,medium,moderate,df2
630579,20,female,bba,5.21,58.6,yes,7.0,average,mixed,low,easy,df2
630580,21,female,b.tech,6.42,66.9,yes,4.2,poor,mixed,medium,hard,df2
630581,20,other,b.tech,4.83,43.2,yes,5.5,good,online videos,medium,moderate,df2
630582,18,other,b.tech,5.07,50.1,yes,6.6,poor,group study,low,moderate,df2
630583,19,male,b.sc,2.05,89.3,yes,6.1,poor,online videos,medium,moderate,df2
630584,24,other,b.tech,1.42,45.5,yes,5.2,average,self-study,high,moderate,df2
630585,20,other,b.sc,3.75,57.1,yes,6.1,average,coaching,low,easy,df2
630586,21,female,b.sc,2.98,77.1,yes,8.8,average,group study,low,hard,df2
630587,22,other,ba,6.07,52.4,yes,7.7,good,mixed,high,easy,df2
630588,23,female,bba,4.05,67.8,yes,6.0,good,coaching,medium,moderate,df2
630589,24,male,b.com,1.17,71.2,yes,5.0,good,self-study,low,moderate,df2
630590,17,male,ba,3.13,63.1,yes,8.1,average,group study,medium,hard,df2
630591,20,male,b.com,3.03,77.6,yes,5.7,good,coaching,high,hard,df2
630592,23,male,b.com,3.08,56.4,yes,5.4,good,coaching,low,easy,df2
630593,17,other,b.com,2.12,65.9,yes,9.1,average,self-study,low,easy,df2
630594,24,male,diploma,3.86,99.2,yes,6.7,poor,coaching,high,easy,df2
630595,23,male,b.tech,1.04,69.4,yes,9.2,poor,coaching,low,easy,df2
630596,19,other,bba,6.62,73.6,yes,7.7,good,online videos,medium,moderate,df2
630597,23,other,diploma,4.26,79.4,no,6.3,poor,online videos,low,easy,df2
630598,17,other,b.tech,7.56,75.1,yes,6.3,poor,coaching,low,hard,df2
630599,19,male,b.sc,4.38,73.1,yes,7.7,poor,self-study,low,hard,df2
630600,20,male,b.com,3.28,89.8,yes,5.7,poor,coaching,low,moderate,df2
630601,18,other,ba,1.3,53.1,yes,9.7,poor,self-study,low,easy,df2
630602,21,male,bba,0.54,84.9,yes,9.4,good,coaching,high,moderate,df2
630603,19,female,bca,0.93,72.6,yes,9.8,poor,group study,high,easy,df2
630604,17,other,b.com,5.18,65.2,yes,4.1,good,mixed,low,moderate,df2
630605,19,female,b.com,5.79,62.5,yes,6.0,good,online videos,medium,easy,df2
630606,20,other,ba,7.84,90.1,yes,5.1,good,coaching,medium,moderate,df2
630607,21,other,b.com,7.91,63.5,yes,8.0,average,mixed,low,hard,df2
630608,21,female,b.tech,1.17,41.8,yes,5.2,poor,online videos,medium,easy,df2
630609,22,female,bca,4.01,46.6,no,6.6,poor,online videos,low,easy,df2
630610,24,other,b.tech,4.88,80.0,yes,6.6,average,online videos,medium,moderate,df2
630611,18,other,diploma,0.08,56.4,yes,9.2,good,online videos,high,moderate,df2
630612,21,male,b.sc,5.62,97.3,yes,6.6,poor,online videos,medium,moderate,df2
630613,22,other,b.tech,2.4,69.1,yes,5.3,average,mixed,medium,easy,df2
630614,20,female,bca,3.66,96.3,yes,8.5,average,self-study,medium,easy,df2
630615,22,male,bba,4.83,46.4,yes,9.2,good,coaching,low,moderate,df2
630616,24,female,b.sc,2.83,90.4,yes,5.2,good,self-study,high,easy,df2
630617,18,male,diploma,2.81,86.7,yes,6.1,average,coaching,low,easy,df2
630618,24,male,b.tech,2.84,57.1,yes,4.2,poor,self-study,low,moderate,df2
630619,21,other,b.tech,7.68,67.4,yes,7.1,good,coaching,medium,moderate,df2
